source_name,source_type,source_RA,source_DEC,22present,27present
4FGL_J1341.6+5515,bll,205.4087,55.2540,1,1
4FGL_J2150.1-1410,bll,327.5389,-14.1783,1,1
4FGL_J1717.5-8114,bll,259.3824,-81.2387,1,1
4FGL_J0023.9+1603,bll,5.9819,16.0639,1,1
4FGL_J0253.2-0124,bll,43.3158,-1.4031,1,1
4FGL_J0916.7+5238,bll,139.1906,52.6454,1,1
4FGL_J2036.4+6553,bll,309.1032,65.8834,1,1
4FGL_J0728.2+4827,bll,112.0512,48.4594,1,1
4FGL_J0316.2-2608,bll,49.0690,-26.1448,1,1
4FGL_J0823.3+2224,bll,125.8443,22.4093,1,1
4FGL_J1518.6+4044,bll,229.6606,40.7449,1,1
4FGL_J2211.0-0003,bll,332.7625,-0.0635,1,1
4FGL_J1642.4+2211,bll,250.6149,22.1986,1,1
4FGL_J0100.3+0745,bll,15.0932,7.7647,1,1
4FGL_J2232.6-2023,bll,338.1725,-20.3909,1,1
4FGL_J1547.3-2802,bll,236.8387,-28.0373,1,1
4FGL_J2351.3-7559,bll,357.8326,-75.9865,1,1
4FGL_J1536.8-3155,bll,234.2127,-31.9224,1,1
4FGL_J1917.7-1921,bll,289.4384,-19.3628,1,1
4FGL_J1445.0-0326,bll,221.2696,-3.4481,1,1
4FGL_J1231.5+1421,bll,187.8771,14.3532,1,1
4FGL_J1425.0+3615,bll,216.2520,36.2570,1,1
4FGL_J2257.5+0748,bll,344.3874,7.8014,1,1
4FGL_J0216.8-6635,bll,34.2168,-66.5897,1,1
4FGL_J2329.2+3755,bll,352.3178,37.9213,1,1
4FGL_J1415.5+4830,bll,213.8992,48.5142,1,1
4FGL_J2325.6+1644,bll,351.4248,16.7460,1,1
4FGL_J1325.6-0227,bll,201.4144,-2.4552,1,1
4FGL_J0212.4-3502,bll,33.1142,-35.0489,1,1
4FGL_J1049.5+1548,bll,162.3892,15.8086,1,1
4FGL_J0209.9+7229,bll,32.4979,72.4877,1,1
4FGL_J0936.5+1847,bll,144.1346,18.7976,1,1
4FGL_J1351.3+1115,bll,207.8434,11.2502,1,1
4FGL_J1643.5-0646,bll,250.8834,-6.7749,1,1
4FGL_J0754.7+4823,bll,118.6929,48.3932,1,1
4FGL_J0319.8+1845,bll,49.9722,18.7532,1,1
4FGL_J2220.5+2813,bll,335.1419,28.2322,1,1
4FGL_J0212.9+2244,bll,33.2427,22.7466,1,1
4FGL_J2204.5+3634,bll,331.1421,36.5688,1,1
4FGL_J1754.5-6425,bll,268.6390,-64.4180,1,1
4FGL_J2032.0+1219,bll,308.0040,12.3279,1,1
4FGL_J0841.3-3554,bll,130.3406,-35.9041,1,1
4FGL_J1511.8-0513,bll,227.9588,-5.2218,1,1
4FGL_J1636.7+2627,bll,249.1978,26.4661,1,1
4FGL_J1503.5+4759,bll,225.8955,47.9959,1,1
4FGL_J2036.9-3329,bll,309.2329,-33.4909,1,1
4FGL_J1159.5-0723,bll,179.8983,-7.3906,1,1
4FGL_J2258.3-3643,bll,344.5757,-36.7277,1,1
4FGL_J0626.4-1712,bll,96.6175,-17.2017,1,1
4FGL_J2350.6-3005,bll,357.6649,-30.0870,1,1
4FGL_J0744.1+7434,bll,116.0345,74.5778,1,1
4FGL_J0123.7-2311,bll,20.9377,-23.1941,1,1
4FGL_J2130.2-7320,bll,322.5524,-73.3348,1,1
4FGL_J0950.2+4553,bll,147.5649,45.8863,1,1
4FGL_J1209.4+4118,bll,182.3580,41.3111,1,1
4FGL_J1517.7+6525,bll,229.4356,65.4240,1,1
4FGL_J1747.9+4704,bll,266.9895,47.0671,1,1
4FGL_J1143.1+6122,bll,175.7881,61.3801,1,1
4FGL_J1204.0+1146,bll,181.0204,11.7761,1,1
4FGL_J0015.2+3537,bll,3.8247,35.6172,1,1
4FGL_J2015.2-0137,bll,303.8074,-1.6254,1,1
4FGL_J2317.4-4533,bll,349.3565,-45.5623,1,1
4FGL_J0856.6-1105,bll,134.1696,-11.0993,1,1
4FGL_J1925.1-1019,bll,291.2889,-10.3222,1,1
4FGL_J1425.4-0119,bll,216.3593,-1.3333,1,1
4FGL_J1458.6+3722,bll,224.6733,37.3726,1,1
4FGL_J0847.2+1134,bll,131.8119,11.5692,1,1
4FGL_J0848.7+0508,bll,132.1809,5.1409,1,1
4FGL_J0814.2-1013,bll,123.5509,-10.2172,1,1
4FGL_J1742.5+5944,bll,265.6268,59.7456,1,1
4FGL_J1440.9+0609,bll,220.2420,6.1631,1,1
4FGL_J0021.5-2552,bll,5.3912,-25.8681,1,1
4FGL_J1149.4+2441,bll,177.3713,24.6873,1,1
4FGL_J2150.8+1118,bll,327.7033,11.3149,1,1
4FGL_J1656.9-2010,bll,254.2408,-20.1761,1,1
4FGL_J0930.3+8612,bll,142.5994,86.2021,1,1
4FGL_J0622.3-2605,bll,95.5956,-26.0963,1,1
4FGL_J1107.8+1501,bll,166.9611,15.0276,1,1
4FGL_J0223.0+6821,bll,35.7648,68.3646,1,1
4FGL_J0959.4+2120,bll,149.8712,21.3459,1,1
4FGL_J0358.1-5954,bll,59.5388,-59.9080,1,1
4FGL_J1259.1-2311,bll,194.7798,-23.1925,1,1
4FGL_J1757.0+7032,bll,269.2659,70.5463,1,1
4FGL_J0140.6-0758,bll,25.1626,-7.9745,1,1
4FGL_J2042.1+2427,bll,310.5361,24.4580,1,1
4FGL_J0644.6+6039,bll,101.1623,60.6562,1,1
4FGL_J1110.5-1836,bll,167.6411,-18.6058,1,1
4FGL_J0851.5+5528,bll,132.8805,55.4794,1,1
4FGL_J1123.8+7230,bll,170.9588,72.5134,1,1
4FGL_J0917.3-0342,bll,139.3339,-3.7035,1,1
4FGL_J1043.6+0654,bll,160.9008,6.9008,1,1
4FGL_J0947.1-2541,bll,146.7813,-25.6839,1,1
4FGL_J1420.3+0612,bll,215.0892,6.2004,1,1
4FGL_J2131.5-0916,bll,322.8911,-9.2684,1,1
4FGL_J0818.7+3153,bll,124.6953,31.8862,1,1
4FGL_J2152.0-1205,bll,328.0235,-12.0919,1,1
4FGL_J2250.4-4206,bll,342.6062,-42.1095,1,1
4FGL_J1357.5+0127,bll,209.3951,1.4590,1,1
4FGL_J1841.8+3218,bll,280.4530,32.3010,1,1
4FGL_J1725.0+1152,bll,261.2713,11.8748,1,1
4FGL_J1147.0-3812,bll,176.7600,-38.2006,1,1
4FGL_J0827.0-0708,bll,126.7625,-7.1443,1,1
4FGL_J0040.3+4050,bll,10.0989,40.8362,1,1
4FGL_J1226.7+0637,bll,186.6857,6.6280,1,1
4FGL_J1032.7+6624,bll,158.1829,66.4061,1,1
4FGL_J2347.0+5141,bll,356.7659,51.6966,1,1
4FGL_J0710.9+4733,bll,107.7323,47.5530,1,1
4FGL_J0014.1+1910,bll,3.5368,19.1713,1,1
4FGL_J1533.2+1855,bll,233.3103,18.9201,1,1
4FGL_J1253.2+5301,bll,193.3067,53.0173,1,1
4FGL_J1231.7+2847,bll,187.9349,28.7917,1,1
4FGL_J1418.9+7731,bll,214.7364,77.5318,1,1
4FGL_J2334.8+1432,bll,353.7233,14.5346,1,1
4FGL_J1055.5-0125,bll,163.8895,-1.4321,1,1
4FGL_J1903.2+5540,bll,285.8077,55.6773,1,1
4FGL_J0244.6-5819,bll,41.1576,-58.3256,1,1
4FGL_J0339.2-1736,bll,54.8119,-17.6003,1,1
4FGL_J0924.0+0534,bll,141.0241,5.5789,1,1
4FGL_J0325.5-5635,bll,51.3794,-56.5910,1,1
4FGL_J1836.4+3137,bll,279.1053,31.6180,1,1
4FGL_J2206.8-0032,bll,331.7087,-0.5461,1,1
4FGL_J2225.5-1114,bll,336.3957,-11.2422,1,1
4FGL_J2322.8-4916,bll,350.7077,-49.2725,1,1
4FGL_J1644.2+4546,bll,251.0556,45.7760,1,1
4FGL_J0721.3-0222,bll,110.3253,-2.3687,1,1
4FGL_J0626.4-4259,bll,96.6095,-42.9835,1,1
4FGL_J1218.0-0028,bll,184.5136,-0.4832,1,1
4FGL_J1010.2-3119,bll,152.5716,-31.3207,1,1
4FGL_J2145.5+1006,bll,326.3800,10.1159,1,1
4FGL_J1022.7-0112,bll,155.6840,-1.2066,1,1
4FGL_J1105.8+3944,bll,166.4589,39.7426,1,1
4FGL_J0003.9-1149,bll,0.9986,-11.8251,1,1
4FGL_J1130.5-3137,bll,172.6499,-31.6219,1,1
4FGL_J0516.4+7350,bll,79.1042,73.8495,1,1
4FGL_J2041.9-3735,bll,310.4793,-37.5869,1,1
4FGL_J0828.0+2307,bll,127.0176,23.1241,1,1
4FGL_J0407.5+0741,bll,61.8921,7.6998,1,1
4FGL_J0127.2+0324,bll,21.8237,3.4130,1,1
4FGL_J1725.5+5851,bll,261.3876,58.8578,1,1
4FGL_J1215.1+5002,bll,183.7817,50.0438,1,1
4FGL_J0850.0+4855,bll,132.5083,48.9217,1,1
4FGL_J1215.1+3513,bll,183.7957,35.2217,1,1
4FGL_J2343.6+3438,bll,355.9063,34.6403,1,1
4FGL_J0921.7+2336,bll,140.4460,23.6022,1,1
4FGL_J1422.6+5801,bll,215.6625,58.0245,1,1
4FGL_J1747.2+4937,bll,266.8012,49.6301,1,1
4FGL_J1036.5+1231,bll,159.1479,12.5227,1,1
4FGL_J0944.2+5557,bll,146.0690,55.9659,1,1
4FGL_J1606.3+5629,bll,241.5917,56.4975,1,1
4FGL_J0434.1-2014,bll,68.5293,-20.2444,1,1
4FGL_J0019.3-8152,bll,4.8327,-81.8798,1,1
4FGL_J1154.1-3243,bll,178.5423,-32.7189,1,1
4FGL_J1103.6-2329,bll,165.9091,-23.4957,1,1
4FGL_J1221.3+3010,bll,185.3449,30.1677,1,1
4FGL_J1559.9+2319,bll,239.9777,23.3196,1,1
4FGL_J1304.0+3704,bll,196.0075,37.0710,1,1
4FGL_J0334.2-3725,bll,53.5556,-37.4327,1,1
4FGL_J0934.3+3926,bll,143.5861,39.4365,1,1
4FGL_J0305.1-1608,bll,46.2919,-16.1466,1,1
4FGL_J1142.0+1548,bll,175.5020,15.8000,1,1
4FGL_J2250.0+3825,bll,342.5142,38.4247,1,1
4FGL_J1838.8+4802,bll,279.7141,48.0412,1,1
4FGL_J2353.7-3037,bll,358.4321,-30.6219,1,1
4FGL_J2144.2+3132,bll,326.0646,31.5457,1,1
4FGL_J1704.2+1234,bll,256.0599,12.5752,1,1
4FGL_J0829.0+1755,bll,127.2747,17.9233,1,1
4FGL_J0112.8-7506,bll,18.2049,-75.1024,1,1
4FGL_J1701.3+3956,bll,255.3340,39.9406,1,1
4FGL_J2251.5-4928,bll,342.8789,-49.4691,1,1
4FGL_J2016.3-0903,bll,304.0982,-9.0622,1,1
4FGL_J1027.6+6317,bll,156.9005,63.2902,1,1
4FGL_J0847.9-0702,bll,131.9945,-7.0434,1,1
4FGL_J1109.3+2411,bll,167.3421,24.1921,1,1
4FGL_J0434.7+0922,bll,68.6886,9.3783,1,1
4FGL_J0110.1+6805,bll,17.5454,68.0973,1,1
4FGL_J1236.3+3858,bll,189.0894,38.9814,1,1
4FGL_J1131.4+5809,bll,172.8555,58.1510,1,1
4FGL_J1307.6-4259,bll,196.9096,-42.9950,1,1
4FGL_J0015.6+5551,bll,3.9071,55.8636,1,1
4FGL_J2204.3+0438,bll,331.0832,4.6401,1,1
4FGL_J2127.7+3612,bll,321.9311,36.2125,1,1
4FGL_J1047.7+7238,bll,161.9388,72.6420,1,1
4FGL_J1520.4+5546,bll,230.1230,55.7699,1,1
4FGL_J0131.1+6120,bll,22.7924,61.3372,1,1
4FGL_J0255.8+0534,bll,43.9621,5.5766,1,1
4FGL_J1731.6-3002,bll,262.9192,-30.0457,1,1
4FGL_J1651.6+7219,bll,252.9107,72.3279,1,1
4FGL_J1341.2+3958,bll,205.3209,39.9738,1,1
4FGL_J0013.1-3955,bll,3.2802,-39.9272,1,1
4FGL_J1340.8-0409,bll,205.2171,-4.1612,1,1
4FGL_J2358.3+3830,bll,359.5883,38.5097,1,1
4FGL_J0045.7+1217,bll,11.4309,12.2920,1,1
4FGL_J1829.3+5402,bll,277.3306,54.0464,1,1
4FGL_J2001.2+4353,bll,300.3018,43.8862,1,1
4FGL_J1946.0-3112,bll,296.5028,-31.2067,1,1
4FGL_J0814.4+2941,bll,123.6104,29.6857,1,1
4FGL_J1619.6+5536,bll,244.9187,55.6069,1,1
4FGL_J0001.2-0747,bll,0.3151,-7.7971,1,1
4FGL_J1835.5+1349,bll,278.8835,13.8176,1,1
4FGL_J1003.6+2605,bll,150.9120,26.0988,1,1
4FGL_J1406.9+1643,bll,211.7420,16.7206,1,1
4FGL_J0312.9+3614,bll,48.2276,36.2341,1,1
4FGL_J0709.1+2241,bll,107.2769,22.6847,1,1
4FGL_J1304.2-2412,bll,196.0517,-24.2103,1,1
4FGL_J0022.1-1854,bll,5.5353,-18.9068,1,1
4FGL_J0409.8-0359,bll,62.4629,-3.9865,1,1
4FGL_J2134.2-0154,bll,323.5699,-1.9042,1,1
4FGL_J1451.4+6355,bll,222.8554,63.9172,1,1
4FGL_J1553.5-3118,bll,238.3923,-31.3113,1,1
4FGL_J1626.6-7639,bll,246.6553,-76.6502,1,1
4FGL_J1503.7-1540,bll,225.9252,-15.6832,1,1
4FGL_J0043.7-1116,bll,10.9283,-11.2822,1,1
4FGL_J0925.7+3126,bll,141.4454,31.4470,1,1
4FGL_J1512.1-2255,bll,228.0489,-22.9225,1,1
4FGL_J1018.8+5913,bll,154.7088,59.2301,1,1
4FGL_J0749.2+2314,bll,117.3217,23.2337,1,1
4FGL_J2212.6+2800,bll,333.1688,28.0085,1,1
4FGL_J1509.7+5556,bll,227.4408,55.9419,1,1
4FGL_J0227.3+0201,bll,36.8296,2.0203,1,1
4FGL_J0617.7-1715,bll,94.4251,-17.2537,1,1
4FGL_J1541.7+1413,bll,235.4469,14.2306,1,1
4FGL_J1546.5+1816,bll,236.6338,18.2826,1,1
4FGL_J2255.2+2411,bll,343.8175,24.1853,1,1
4FGL_J0338.1-2443,bll,54.5305,-24.7207,1,1
4FGL_J0806.5+5930,bll,121.6497,59.5142,1,1
4FGL_J0328.8-5715,bll,52.2211,-57.2591,1,1
4FGL_J0352.9-3623,bll,58.2326,-36.3910,1,1
4FGL_J1224.4+2436,bll,186.1161,24.6142,1,1
4FGL_J1410.1+0202,bll,212.5287,2.0354,1,1
4FGL_J0506.0+6113,bll,76.5121,61.2257,1,1
4FGL_J0811.4+0146,bll,122.8610,1.7756,1,1
4FGL_J1141.5-1408,bll,175.3866,-14.1457,1,1
4FGL_J1643.0+3223,bll,250.7585,32.3982,1,1
4FGL_J1035.6+4409,bll,158.9225,44.1609,1,1
4FGL_J0653.7+2815,bll,103.4285,28.2650,1,1
4FGL_J0202.7+4204,bll,30.6862,42.0714,1,1
4FGL_J0929.3+5014,bll,142.3265,50.2352,1,1
4FGL_J0113.7+0225,bll,18.4279,2.4196,1,1
4FGL_J1353.3+1434,bll,208.3355,14.5755,1,1
4FGL_J0609.2-0247,bll,92.3114,-2.7954,1,1
4FGL_J1844.4+1547,bll,281.1174,15.7888,1,1
4FGL_J1849.4+2745,bll,282.3543,27.7542,1,1
4FGL_J1152.1+2837,bll,178.0309,28.6293,1,1
4FGL_J1226.0+5622,bll,186.5197,56.3669,1,1
4FGL_J1213.3-2618,bll,183.3362,-26.3140,1,1
4FGL_J1603.8-4903,bll,240.9665,-49.0617,1,1
4FGL_J0802.0+1006,bll,120.5075,10.1117,1,1
4FGL_J1918.2-4111,bll,289.5643,-41.1893,1,1
4FGL_J1353.4+5600,bll,208.3602,56.0024,1,1
4FGL_J1800.1+7037,bll,270.0321,70.6296,1,1
4FGL_J1155.8+6137,bll,178.9535,61.6281,1,1
4FGL_J1201.7+1429,bll,180.4471,14.4852,1,1
4FGL_J0304.4-2833,bll,46.1016,-28.5662,1,1
4FGL_J1849.4-4313,bll,282.3623,-43.2214,1,1
4FGL_J0014.7+5801,bll,3.6867,58.0272,1,1
4FGL_J0912.9-2102,bll,138.2274,-21.0446,1,1
4FGL_J1616.7+3327,bll,244.1818,33.4621,1,1
4FGL_J1927.5+6117,bll,291.8822,61.2940,1,1
4FGL_J1539.7-1127,bll,234.9276,-11.4636,1,1
4FGL_J2048.6-6804,bll,312.1624,-68.0728,1,1
4FGL_J1707.1-1931,bll,256.7820,-19.5275,1,1
4FGL_J1540.7+1449,bll,235.1903,14.8220,1,1
4FGL_J1326.8-5256,bll,201.7201,-52.9376,1,1
4FGL_J0700.2+1304,bll,105.0750,13.0674,1,1
4FGL_J1125.5-3557,bll,171.3929,-35.9581,1,1
4FGL_J0910.6+3329,bll,137.6511,33.4910,1,1
4FGL_J0333.9+6537,bll,53.4767,65.6188,1,1
4FGL_J0434.4-2342,bll,68.6019,-23.7113,1,1
4FGL_J1554.9+2143,bll,238.7435,21.7333,1,1
4FGL_J2200.3+1029,bll,330.0887,10.4956,1,1
4FGL_J1702.6+3114,bll,255.6701,31.2461,1,1
4FGL_J1913.9+4439,bll,288.4915,44.6618,1,1
4FGL_J0607.2-2518,bll,91.8180,-25.3133,1,1
4FGL_J0109.1+1815,bll,17.2951,18.2647,1,1
4FGL_J2158.8-3013,bll,329.7141,-30.2251,1,1
4FGL_J0237.3+2000,bll,39.3279,20.0013,1,1
4FGL_J0947.6+2215,bll,146.9042,22.2601,1,1
4FGL_J0546.9-2206,bll,86.7266,-22.1124,1,1
4FGL_J1548.3+1456,bll,237.0999,14.9461,1,1
4FGL_J1058.6+2817,bll,164.6503,28.2866,1,1
4FGL_J0219.5+0724,bll,34.8914,7.4064,1,1
4FGL_J1117.0+2013,bll,169.2708,20.2294,1,1
4FGL_J0047.0+5657,bll,11.7535,56.9601,1,1
4FGL_J0611.6+2803,bll,92.9237,28.0561,1,1
4FGL_J2108.7-0250,bll,317.1788,-2.8449,1,1
4FGL_J0340.5-2118,bll,55.1477,-21.3158,1,1
4FGL_J0946.2+0104,bll,146.5672,1.0701,1,1
4FGL_J1159.0+0939,bll,179.7512,9.6603,1,1
4FGL_J1041.9-0557,bll,160.4774,-5.9528,1,1
4FGL_J0738.1+1742,bll,114.5387,17.7066,1,1
4FGL_J1319.5+1404,bll,199.8979,14.0708,1,1
4FGL_J0952.2+7503,bll,148.0627,75.0555,1,1
4FGL_J0925.7+5959,bll,141.4344,59.9890,1,1
4FGL_J1440.6-3846,bll,220.1549,-38.7797,1,1
4FGL_J1216.1-0242,bll,184.0293,-2.7144,1,1
4FGL_J0203.6+7233,bll,30.9114,72.5530,1,1
4FGL_J1848.9+4247,bll,282.2448,42.7877,1,1
4FGL_J1314.7+2348,bll,198.6879,23.8124,1,1
4FGL_J1309.7+1153,bll,197.4377,11.8969,1,1
4FGL_J0521.7+2112,bll,80.4445,21.2131,1,1
4FGL_J1844.9+5709,bll,281.2302,57.1537,1,1
4FGL_J1506.6+0813,bll,226.6741,8.2256,1,1
4FGL_J1213.7+6423,bll,183.4374,64.3961,1,1
4FGL_J1241.8-1456,bll,190.4502,-14.9376,1,1
4FGL_J2012.0+4629,bll,303.0204,46.4880,1,1
4FGL_J0009.3+5030,bll,2.3466,50.5115,1,1
4FGL_J0204.0-3334,bll,31.0238,-33.5731,1,1
4FGL_J0610.1-1848,bll,92.5455,-18.8076,1,1
4FGL_J1207.7-2229,bll,181.9449,-22.4848,1,1
4FGL_J0601.0+3838,bll,90.2687,38.6345,1,1
4FGL_J0009.8-4317,bll,2.4533,-43.2979,1,1
4FGL_J0905.6+1358,bll,136.4017,13.9750,1,1
4FGL_J1501.0+2238,bll,225.2567,22.6364,1,1
4FGL_J1233.1+1703,bll,188.2816,17.0579,1,1
4FGL_J2021.9+0629,bll,305.4920,6.4941,1,1
4FGL_J1652.7+4024,bll,253.1975,40.4052,1,1
4FGL_J1809.3+2042,bll,272.3383,20.7090,1,1
4FGL_J2340.8+8015,bll,355.2084,80.2600,1,1
4FGL_J0151.3+8601,bll,27.8381,86.0194,1,1
4FGL_J1402.6+1600,bll,210.6584,16.0016,1,1
4FGL_J1303.0+2434,bll,195.7571,24.5821,1,1
4FGL_J0056.3-0935,bll,14.0874,-9.5997,1,1
4FGL_J2108.9-6638,bll,317.2438,-66.6414,1,1
4FGL_J0650.7+2503,bll,102.6986,25.0548,1,1
4FGL_J1224.1+2239,bll,186.0348,22.6547,1,1
4FGL_J1221.5+2814,bll,185.3784,28.2382,1,1
4FGL_J1243.2+3627,bll,190.8116,36.4585,1,1
4FGL_J0628.8-6250,bll,97.2174,-62.8405,1,1
4FGL_J0507.9+6737,bll,76.9956,67.6223,1,1
4FGL_J0148.6+0127,bll,27.1576,1.4622,1,1
4FGL_J0331.3-6156,bll,52.8438,-61.9365,1,1
4FGL_J1745.4-0753,bll,266.3636,-7.8894,1,1
4FGL_J1719.2+1745,bll,259.8062,17.7533,1,1
4FGL_J1416.1-2417,bll,214.0334,-24.2982,1,1
4FGL_J2109.6+0440,bll,317.4074,4.6785,1,1
4FGL_J2256.6-2011,bll,344.1728,-20.1986,1,1
4FGL_J2216.9+2421,bll,334.2380,24.3575,1,1
4FGL_J0741.0+3226,bll,115.2604,32.4389,1,1
4FGL_J1921.8-1607,bll,290.4633,-16.1231,1,1
4FGL_J0138.0+2247,bll,24.5063,22.7962,1,1
4FGL_J1124.9+2143,bll,171.2425,21.7309,1,1
4FGL_J1406.1-2508,bll,211.5445,-25.1386,1,1
4FGL_J0310.6-5017,bll,47.6544,-50.2901,1,1
4FGL_J0208.5-0046,bll,32.1350,-0.7768,1,1
4FGL_J1315.5+1135,bll,198.8910,11.5930,1,1
4FGL_J1558.9-6432,bll,239.7377,-64.5404,1,1
4FGL_J1040.5+0617,bll,160.1495,6.2848,1,1
4FGL_J2254.8-2725,bll,343.7180,-27.4171,1,1
4FGL_J2244.9-0007,bll,341.2380,-0.1190,1,1
4FGL_J0429.3-3238,bll,67.3285,-32.6348,1,1
4FGL_J1704.5-0527,bll,256.1384,-5.4620,1,1
4FGL_J2330.6-3726,bll,352.6603,-37.4346,1,1
4FGL_J1211.6+3901,bll,182.9048,39.0268,1,1
4FGL_J2307.6+1451,bll,346.9222,14.8644,1,1
4FGL_J1811.3+0340,bll,272.8260,3.6794,1,1
4FGL_J2022.3-4513,bll,305.5911,-45.2228,1,1
4FGL_J0132.8-4413,bll,23.2077,-44.2239,1,1
4FGL_J1850.5+2631,bll,282.6402,26.5259,1,1
4FGL_J0505.8-3817,bll,76.4749,-38.2965,1,1
4FGL_J0703.2-3914,bll,105.8237,-39.2479,1,1
4FGL_J1058.6-8003,bll,164.6600,-80.0640,1,1
4FGL_J0314.3+0620,bll,48.5887,6.3473,1,1
4FGL_J1259.7-3223,bll,194.9449,-32.3898,1,1
4FGL_J2131.7-2515,bll,322.9380,-25.2606,1,1
4FGL_J1138.2+4115,bll,174.5711,41.2562,1,1
4FGL_J1151.5+5859,bll,177.8800,58.9894,1,1
4FGL_J2323.8+4210,bll,350.9749,42.1826,1,1
4FGL_J0912.2+2800,bll,138.0690,28.0164,1,1
4FGL_J0335.1-4459,bll,53.7846,-44.9916,1,1
4FGL_J0403.5-2437,bll,60.8989,-24.6168,1,1
4FGL_J2324.7-4041,bll,351.1817,-40.6834,1,1
4FGL_J0304.9-0606,bll,46.2258,-6.1107,1,1
4FGL_J0009.1+0628,bll,2.2973,6.4828,1,1
4FGL_J0331.9+6307,bll,52.9909,63.1309,1,1
4FGL_J1258.3+6121,bll,194.5879,61.3622,1,1
4FGL_J2300.3+3136,bll,345.0879,31.6121,1,1
4FGL_J0022.5+0608,bll,5.6376,6.1343,1,1
4FGL_J0556.2-4352,bll,89.0749,-43.8696,1,1
4FGL_J1223.9+7954,bll,185.9854,79.9025,1,1
4FGL_J1410.3+1438,bll,212.5908,14.6434,1,1
4FGL_J1603.8+5009,bll,240.9652,50.1574,1,1
4FGL_J0439.8-1859,bll,69.9579,-18.9991,1,1
4FGL_J1226.8-1329,bll,186.7188,-13.4940,1,1
4FGL_J1301.5+4413,bll,195.3982,44.2279,1,1
4FGL_J0026.6-4600,bll,6.6521,-46.0156,1,1
4FGL_J0805.4+7534,bll,121.3616,75.5766,1,1
4FGL_J0013.9-1854,bll,3.4804,-18.9118,1,1
4FGL_J0718.6-4319,bll,109.6719,-43.3287,1,1
4FGL_J1223.3+1213,bll,185.8415,12.2312,1,1
4FGL_J1351.9+2847,bll,207.9959,28.7964,1,1
4FGL_J2131.0-2746,bll,322.7530,-27.7727,1,1
4FGL_J0148.2+5201,bll,27.0594,52.0243,1,1
4FGL_J1717.5-3342,bll,259.3985,-33.7003,1,1
4FGL_J2017.5-3753,bll,304.3957,-37.8970,1,1
4FGL_J0509.6+8425,bll,77.4045,84.4204,1,1
4FGL_J1741.1+7226,bll,265.2784,72.4408,1,1
4FGL_J0946.0+4735,bll,146.5167,47.5849,1,1
4FGL_J0558.0-3837,bll,89.5233,-38.6317,1,1
4FGL_J1136.4+6736,bll,174.1179,67.6127,1,1
4FGL_J2325.2+3957,bll,351.3154,39.9542,1,1
4FGL_J1712.7+2932,bll,258.1906,29.5444,1,1
4FGL_J0942.3-0800,bll,145.5856,-8.0076,1,1
4FGL_J0323.7-0111,bll,50.9387,-1.1903,1,1
4FGL_J0818.2+4222,bll,124.5572,42.3819,1,1
4FGL_J1751.5+0938,bll,267.8776,9.6456,1,1
4FGL_J2022.5+7612,bll,305.6459,76.2007,1,1
4FGL_J1756.3+5522,bll,269.0801,55.3795,1,1
4FGL_J1959.7-4725,bll,299.9475,-47.4326,1,1
4FGL_J0820.9+2353,bll,125.2255,23.8900,1,1
4FGL_J0839.4+1803,bll,129.8695,18.0606,1,1
4FGL_J1051.9+0103,bll,162.9886,1.0647,1,1
4FGL_J2010.0+7229,bll,302.5159,72.4874,1,1
4FGL_J1008.0+0620,bll,152.0136,6.3475,1,1
4FGL_J0930.7+3502,bll,142.6813,35.0334,1,1
4FGL_J0506.9-5435,bll,76.7480,-54.5875,1,1
4FGL_J1118.0+5356,bll,169.5090,53.9365,1,1
4FGL_J1230.9+3711,bll,187.7401,37.1870,1,1
4FGL_J1301.6+4056,bll,195.4014,40.9484,1,1
4FGL_J1925.8-2220,bll,291.4665,-22.3410,1,1
4FGL_J0209.3-5228,bll,32.3493,-52.4799,1,1
4FGL_J0856.8+2056,bll,134.2003,20.9461,1,1
4FGL_J1552.0+0850,bll,238.0099,8.8419,1,1
4FGL_J1353.6-6640,bll,208.4055,-66.6719,1,1
4FGL_J0615.3-3117,bll,93.8394,-31.2853,1,1
4FGL_J2252.0+4031,bll,343.0098,40.5232,1,1
4FGL_J2223.3+0102,bll,335.8476,1.0476,1,1
4FGL_J0453.1+6322,bll,73.2900,63.3737,1,1
4FGL_J0430.3-2507,bll,67.5751,-25.1283,1,1
4FGL_J0059.5-3512,bll,14.8850,-35.2117,1,1
4FGL_J0307.4+4915,bll,46.8647,49.2570,1,1
4FGL_J1057.8-2754,bll,164.4540,-27.9016,1,1
4FGL_J0326.2+0225,bll,51.5724,2.4228,1,1
4FGL_J1539.9+4220,bll,234.9771,42.3381,1,1
4FGL_J1624.6+5651,bll,246.1715,56.8504,1,1
4FGL_J1607.0+1550,bll,241.7745,15.8447,1,1
4FGL_J2221.5-5225,bll,335.3909,-52.4307,1,1
4FGL_J1506.4-0540,bll,226.6188,-5.6761,1,1
4FGL_J1933.3+0726,bll,293.3410,7.4400,1,1
4FGL_J0003.2+2207,bll,0.8058,22.1302,1,1
4FGL_J0505.6+0415,bll,76.4042,4.2660,1,1
4FGL_J1404.8+6554,bll,211.2158,65.9048,1,1
4FGL_J0243.4+7119,bll,40.8679,71.3249,1,1
4FGL_J0503.5-1116,bll,75.8877,-11.2786,1,1
4FGL_J1754.2+3212,bll,268.5532,32.2007,1,1
4FGL_J0757.1-3729,bll,119.2835,-37.4955,1,1
