source_name,source_type,source_RA,source_DEC,22present,27present
4FGL_J1406.4-1654,bcu,211.6216,-16.9073,1,1
4FGL_J2321.4+5111,bcu,350.3654,51.1945,1,1
4FGL_J0922.6+4454,bcu,140.6588,44.9131,1,1
4FGL_J0928.4-0415,bcu,142.1205,-4.2539,1,1
4FGL_J1541.9-2915,bcu,235.4996,-29.2522,1,1
4FGL_J0239.5+1326,bcu,39.8847,13.4366,1,1
4FGL_J0023.7-6820,bcu,5.9347,-68.3381,1,1
4FGL_J1638.0+0042,bcu,249.5161,0.7013,1,1
4FGL_J0542.4+3547,bcu,85.6081,35.7849,1,0
4FGL_J2244.6+2502,bcu,341.1651,25.0395,1,1
4FGL_J0301.0-1652,bcu,45.2714,-16.8688,1,1
4FGL_J2358.0-4601,bcu,359.5223,-46.0176,1,1
4FGL_J0508.2+5211,bcu,77.0591,52.1886,1,1
4FGL_J0109.3+2401,bcu,17.3313,24.0237,1,1
4FGL_J0133.2-4533,bcu,23.3007,-45.5586,1,1
4FGL_J1944.4-4523,bcu,296.1006,-45.3925,1,1
4FGL_J0350.0+0640,bcu,57.5043,6.6754,1,1
4FGL_J1149.5-4029,bcu,177.3865,-40.4910,1,1
4FGL_J0015.9+2440,bcu,3.9917,24.6805,1,1
4FGL_J1512.9-5639,bcu,228.2495,-56.6553,1,1
4FGL_J1627.3+4758,bcu,246.8492,47.9822,1,1
4FGL_J1635.6+3500,bcu,248.9007,35.0141,1,1
4FGL_J0101.7-5455,bcu,15.4454,-54.9255,1,1
4FGL_J0801.3+6631,bcu,120.3311,66.5331,1,1
4FGL_J0935.3-1736,bcu,143.8272,-17.6076,1,1
4FGL_J1916.7-1516,bcu,289.1759,-15.2779,1,1
4FGL_J0214.9-3722,bcu,33.7429,-37.3826,1,1
4FGL_J1823.6-3453,bcu,275.9109,-34.8952,1,1
4FGL_J2243.5-3931,bcu,340.8790,-39.5178,1,1
4FGL_J0915.4-3027,bcu,138.8750,-30.4642,1,1
4FGL_J1858.5+0640,bcu,284.6300,6.6766,1,1
4FGL_J0658.6+0636,bcu,104.6599,6.6110,1,1
4FGL_J1211.6-2735,bcu,182.9011,-27.5877,1,1
4FGL_J0904.5-3513,bcu,136.1404,-35.2308,1,1
4FGL_J1451.5+1415,bcu,222.8878,14.2612,1,1
4FGL_J1038.2-2425,bcu,159.5588,-24.4239,1,1
4FGL_J1223.6-3032,bcu,185.9147,-30.5437,1,1
4FGL_J0652.5+1932,bcu,103.1448,19.5486,1,1
4FGL_J2023.4+4127,bcu,305.8711,41.4508,1,1
4FGL_J1644.8-2154,bcu,251.2231,-21.9105,1,0
4FGL_J1424.8-6808,bcu,216.2169,-68.1489,1,1
4FGL_J1439.9-3953,bcu,219.9816,-39.8976,1,1
4FGL_J1640.2+0629,bcu,250.0546,6.4907,1,1
4FGL_J0720.0-6237,bcu,110.0183,-62.6173,1,1
4FGL_J1200.2+0201,bcu,180.0551,2.0172,1,1
4FGL_J1121.3-0011,bcu,170.3496,-0.1836,1,1
4FGL_J1513.4-3721,bcu,228.3576,-37.3618,1,1
4FGL_J0856.4-5309,bcu,134.1229,-53.1638,1,1
4FGL_J0506.0-0357c,bcu,76.5213,-3.9608,1,1
4FGL_J1840.6-5545,bcu,280.1748,-55.7518,1,1
4FGL_J2325.7+1821,bcu,351.4360,18.3654,1,1
4FGL_J0737.3-8247,bcu,114.3469,-82.7868,1,1
4FGL_J0740.4+7300,bcu,115.1108,73.0061,1,1
4FGL_J1752.6-1010,bcu,268.1596,-10.1763,1,1
4FGL_J1933.9-1025,bcu,293.4861,-10.4206,1,1
4FGL_J0014.9+3212,bcu,3.7268,32.2162,1,1
4FGL_J2327.3+4717,bcu,351.8282,47.2885,1,1
4FGL_J0728.5+6128,bcu,112.1421,61.4796,1,1
4FGL_J0542.9-0913,bcu,85.7409,-9.2208,1,1
4FGL_J1344.1-7700,bcu,206.0362,-77.0136,1,1
4FGL_J1646.6+7422,bcu,251.6624,74.3712,1,1
4FGL_J1849.2-1647,bcu,282.3148,-16.7835,1,1
4FGL_J0800.4-2257,bcu,120.1113,-22.9572,1,1
4FGL_J0900.7-1243,bcu,135.1751,-12.7201,1,1
4FGL_J0802.3-0942,bcu,120.5752,-9.7139,1,1
4FGL_J0319.4-7045,bcu,49.8587,-70.7530,1,1
4FGL_J1701.7-5621,bcu,255.4389,-56.3588,1,1
4FGL_J0021.0+0322,bcu,5.2565,3.3783,1,1
4FGL_J1715.0+2616,bcu,258.7694,26.2700,1,1
4FGL_J2253.3+3233,bcu,343.3365,32.5583,1,1
4FGL_J0825.9-3218,bcu,126.4796,-32.3075,1,1
4FGL_J0007.7+4008,bcu,1.9275,40.1340,1,1
4FGL_J0729.1-3131,bcu,112.2819,-31.5261,1,1
4FGL_J1822.0+1600,bcu,275.5151,16.0018,1,1
4FGL_J2359.9-3736,bcu,359.9816,-37.6160,1,1
4FGL_J0541.1-4854,bcu,85.2785,-48.9105,1,1
4FGL_J0647.7-6058,bcu,101.9314,-60.9781,1,1
4FGL_J0722.7+3606,bcu,110.6803,36.1137,1,1
4FGL_J0348.8+4610,bcu,57.2185,46.1695,1,1
4FGL_J1410.5+6215,bcu,212.6283,62.2662,1,1
4FGL_J0709.3+0540,bcu,107.3392,5.6788,1,1
4FGL_J1123.6+8028,bcu,170.9118,80.4670,1,1
4FGL_J1906.7+5419,bcu,286.6949,54.3168,1,1
4FGL_J1421.6-4819,bcu,215.4125,-48.3317,1,1
4FGL_J0643.2-5356,bcu,100.8154,-53.9364,1,1
4FGL_J0014.3-0500,bcu,3.5864,-5.0120,1,1
4FGL_J2044.0+1036,bcu,311.0024,10.6079,1,1
4FGL_J0223.5+5415,bcu,35.8799,54.2500,1,1
4FGL_J0930.9-1015,bcu,142.7404,-10.2565,1,1
4FGL_J1756.9+1531,bcu,269.2398,15.5215,1,1
4FGL_J0732.7-4638,bcu,113.1774,-46.6488,1,1
4FGL_J1008.0+0028,bcu,152.0207,0.4791,1,1
4FGL_J0006.4+0135,bcu,1.6094,1.5982,1,1
4FGL_J0533.0-8446,bcu,83.2677,-84.7783,1,1
4FGL_J1850.1-0758,bcu,282.5394,-7.9701,1,1
4FGL_J1329.4-0530,bcu,202.3738,-5.5060,1,1
4FGL_J1613.3-1907,bcu,243.3480,-19.1239,1,1
4FGL_J0004.0+0840,bcu,1.0073,8.6757,1,1
4FGL_J1249.3-0545,bcu,192.3264,-5.7621,1,1
4FGL_J0820.1-2801,bcu,125.0399,-28.0255,1,1
4FGL_J1825.1-5231,bcu,276.2946,-52.5290,1,1
4FGL_J0406.0-5407,bcu,61.5079,-54.1222,1,1
4FGL_J1710.3-3943,bcu,257.5945,-39.7223,1,1
4FGL_J1701.0+6613,bcu,255.2601,66.2255,1,1
4FGL_J0049.5-4150,bcu,12.3973,-41.8460,1,1
4FGL_J1808.8+2419,bcu,272.2110,24.3258,1,1
4FGL_J1337.5-7802,bcu,204.3858,-78.0450,1,1
4FGL_J2358.5-1808,bcu,359.6387,-18.1408,1,1
4FGL_J1155.5-3418,bcu,178.8781,-34.3122,1,1
4FGL_J0354.4+4643,bcu,58.6090,46.7231,1,1
4FGL_J0308.1-2852,bcu,47.0352,-28.8728,1,1
4FGL_J0842.3-6053,bcu,130.5979,-60.8919,1,1
4FGL_J0832.2+2753,bcu,128.0727,27.8932,1,1
4FGL_J2210.8+3203,bcu,332.7238,32.0533,1,1
4FGL_J0623.7-3348,bcu,95.9417,-33.8131,1,1
4FGL_J1827.6-4029,bcu,276.9121,-40.4932,1,1
4FGL_J1419.6-5153,bcu,214.9222,-51.8901,1,1
4FGL_J0836.9+5833,bcu,129.2386,58.5570,1,1
4FGL_J0223.5+3912,bcu,35.8899,39.2153,1,1
4FGL_J0648.2+1745,bcu,102.0746,17.7651,1,1
4FGL_J1509.8-2906,bcu,227.4626,-29.1069,1,1
4FGL_J1858.1-1821,bcu,284.5268,-18.3569,1,1
4FGL_J2043.7+0000,bcu,310.9354,0.0094,1,1
4FGL_J0225.6-4502,bcu,36.4048,-45.0366,1,1
4FGL_J1753.3-3325,bcu,268.3497,-33.4169,1,1
4FGL_J1705.4+5436,bcu,256.3652,54.6015,1,1
4FGL_J1633.8+0701,bcu,248.4543,7.0309,1,1
4FGL_J0954.2-2520,bcu,148.5681,-25.3384,1,1
4FGL_J0430.3+1654,bcu,67.5901,16.9093,1,1
4FGL_J1954.9-5640,bcu,298.7449,-56.6670,1,1
4FGL_J0212.8-2721,bcu,33.2053,-27.3629,1,1
4FGL_J1808.8+3522,bcu,272.2205,35.3800,1,1
4FGL_J1229.7-5304,bcu,187.4442,-53.0704,1,1
4FGL_J0751.0+7908,bcu,117.7678,79.1394,1,1
4FGL_J1225.5-2851,bcu,186.3922,-28.8625,1,1
4FGL_J0703.3-0050,bcu,105.8367,-0.8436,1,1
4FGL_J1446.8-1830,bcu,221.7247,-18.5140,1,1
4FGL_J0748.3+8511,bcu,117.0818,85.1967,1,1
4FGL_J1129.2-0529,bcu,172.3115,-5.4874,1,1
4FGL_J0029.4+2051,bcu,7.3665,20.8662,1,1
4FGL_J2022.0-7224,bcu,305.5072,-72.4095,1,1
4FGL_J2143.9+3337,bcu,325.9975,33.6280,1,1
4FGL_J1707.5+1649,bcu,256.8810,16.8206,1,1
4FGL_J1934.2+6002,bcu,293.5640,60.0412,1,1
4FGL_J2130.4-4241,bcu,322.6012,-42.6904,1,1
4FGL_J1830.0-5225,bcu,277.5117,-52.4188,1,1
4FGL_J0159.3-4523,bcu,29.8254,-45.3847,1,1
4FGL_J0647.8+4527,bcu,101.9576,45.4646,1,1
4FGL_J1111.8+4858,bcu,167.9695,48.9798,1,1
4FGL_J1550.8-1750,bcu,237.7236,-17.8448,1,1
4FGL_J2025.3+3341,bcu,306.3412,33.6891,1,1
4FGL_J0218.9+3643,bcu,34.7473,36.7176,1,1
4FGL_J0426.7+6826,bcu,66.6805,68.4498,1,1
4FGL_J0749.0-3904,bcu,117.2670,-39.0709,1,1
4FGL_J1650.9+0429,bcu,252.7389,4.4977,1,1
4FGL_J2200.7-2414,bcu,330.1815,-24.2421,1,1
4FGL_J1613.5-4225,bcu,243.3822,-42.4223,1,1
4FGL_J0035.8+6131,bcu,8.9684,61.5234,1,1
4FGL_J2339.3-2656,bcu,354.8377,-26.9482,1,1
4FGL_J0325.3+3332,bcu,51.3388,33.5383,1,1
4FGL_J0814.4+6926,bcu,123.6058,69.4350,1,1
4FGL_J1446.0-3039,bcu,221.5226,-30.6618,1,1
4FGL_J0238.2+1531,bcu,39.5617,15.5175,1,1
4FGL_J1421.1-1120,bcu,215.2872,-11.3393,1,1
4FGL_J1200.7+2008,bcu,180.1866,20.1354,1,1
4FGL_J0807.7-1206,bcu,121.9337,-12.1043,1,1
4FGL_J0558.1-2859,bcu,89.5388,-28.9835,1,1
4FGL_J1754.7+3444,bcu,268.6790,34.7417,1,1
4FGL_J1120.6+0713,bcu,170.1542,7.2245,1,1
4FGL_J0904.9-5734,bcu,136.2315,-57.5833,1,1
4FGL_J0054.8-1954,bcu,13.7039,-19.9120,1,1
4FGL_J0608.9-5456,bcu,92.2387,-54.9425,1,1
4FGL_J1014.3+4112,bcu,153.5908,41.2083,1,1
4FGL_J1441.7+1836,bcu,220.4402,18.6072,1,1
4FGL_J1727.2+0644,bcu,261.8062,6.7445,1,1
4FGL_J0040.9+3203,bcu,10.2393,32.0529,1,1
4FGL_J0412.3+0239,bcu,63.0991,2.6510,1,1
4FGL_J1811.2-2759,bcu,272.8079,-27.9956,1,1
4FGL_J1514.7-3617,bcu,228.6812,-36.2949,1,1
4FGL_J0536.5-2548,bcu,84.1267,-25.8012,1,1
4FGL_J0804.5+0414,bcu,121.1328,4.2393,1,1
4FGL_J0639.6+3503,bcu,99.9024,35.0586,1,1
4FGL_J2321.5-1619,bcu,350.3854,-16.3176,1,1
4FGL_J1720.2+3824,bcu,260.0746,38.4135,1,1
4FGL_J1131.1-0944,bcu,172.7912,-9.7355,1,1
4FGL_J0502.5+3438,bcu,75.6366,34.6338,1,1
4FGL_J1537.9-1344,bcu,234.4867,-13.7335,1,1
4FGL_J0827.6-3735,bcu,126.9137,-37.5918,1,1
4FGL_J0310.9-3458,bcu,47.7280,-34.9797,1,1
4FGL_J1814.0+3828,bcu,273.5019,38.4771,1,1
4FGL_J0210.1+2518,bcu,32.5309,25.3048,1,1
4FGL_J0515.5-0125,bcu,78.8906,-1.4193,1,1
4FGL_J2142.1+4501,bcu,325.5291,45.0182,1,1
4FGL_J0727.4+5325,bcu,111.8687,53.4307,1,1
4FGL_J1051.2-6517,bcu,162.8163,-65.2997,1,1
4FGL_J0603.9+2159,bcu,90.9815,21.9848,1,1
4FGL_J2052.2-5533,bcu,313.0674,-55.5624,1,1
4FGL_J0352.0-2516,bcu,58.0034,-25.2733,1,1
4FGL_J0653.6+1636,bcu,103.4105,16.6106,1,1
4FGL_J1621.7-1103,bcu,245.4273,-11.0592,1,1
4FGL_J1549.3+4234,bcu,237.3413,42.5819,1,1
4FGL_J1656.0+2047,bcu,254.0046,20.7841,1,1
4FGL_J0442.7+6142,bcu,70.6782,61.7054,1,1
4FGL_J1035.3+5541,bcu,158.8415,55.6981,1,1
4FGL_J0138.5-4613,bcu,24.6429,-46.2173,1,1
4FGL_J1241.3+4236,bcu,190.3411,42.6060,1,1
4FGL_J1846.7+7238,bcu,281.6849,72.6371,1,1
4FGL_J2102.3+4702,bcu,315.5784,47.0422,1,1
4FGL_J0451.8+5721,bcu,72.9698,57.3548,1,1
4FGL_J2223.4+5814,bcu,335.8733,58.2385,1,1
4FGL_J1232.5-3720,bcu,188.1454,-37.3412,1,1
4FGL_J0309.4-4000,bcu,47.3615,-40.0065,1,1
4FGL_J0500.1+5447,bcu,75.0353,54.7843,1,1
4FGL_J0019.2-5640,bcu,4.8106,-56.6826,1,1
4FGL_J0011.8-3142,bcu,2.9547,-31.7154,1,1
4FGL_J0559.9+6409,bcu,89.9990,64.1561,1,1
4FGL_J0616.7-1049,bcu,94.1761,-10.8230,1,1
4FGL_J1019.7+0511,bcu,154.9418,5.1905,1,1
4FGL_J2031.1-2615,bcu,307.7907,-26.2582,1,1
4FGL_J0524.5+2839,bcu,81.1280,28.6572,1,1
4FGL_J2058.8-1442,bcu,314.7137,-14.7085,1,1
4FGL_J1824.5+0107,bcu,276.1250,1.1251,1,1
4FGL_J0614.8+6136,bcu,93.7213,61.6079,1,1
4FGL_J1958.1-0711,bcu,299.5338,-7.1926,1,1
4FGL_J0612.5-3934,bcu,93.1416,-39.5824,1,1
4FGL_J0257.0+3358,bcu,44.2663,33.9728,1,1
4FGL_J0250.7+5630,bcu,42.6982,56.5137,1,1
4FGL_J1052.3+0818,bcu,163.0817,8.3108,1,1
4FGL_J0747.2+4529,bcu,116.8224,45.4988,1,1
4FGL_J1030.6-2028,bcu,157.6631,-20.4787,1,1
4FGL_J1830.7-2713,bcu,277.6924,-27.2281,1,1
4FGL_J0207.4-3855,bcu,31.8557,-38.9252,1,1
4FGL_J0621.2-2213,bcu,95.3137,-22.2212,1,1
4FGL_J1033.5-5035,bcu,158.3810,-50.5860,1,1
4FGL_J0906.2-1707,bcu,136.5716,-17.1255,1,1
4FGL_J0049.1+4223,bcu,12.2772,42.3901,1,1
4FGL_J2313.5+3945,bcu,348.3997,39.7644,1,1
4FGL_J0752.3-1631,bcu,118.0914,-16.5318,1,1
4FGL_J0025.7-4801,bcu,6.4351,-48.0191,1,1
4FGL_J1508.5-4951,bcu,227.1437,-49.8622,1,1
4FGL_J0151.7+5455,bcu,27.9312,54.9172,1,1
4FGL_J2117.4+6159c,bcu,319.3703,61.9923,1,1
4FGL_J0557.6-0721,bcu,89.4165,-7.3512,1,1
4FGL_J1713.7+8844,bcu,258.4472,88.7376,1,1
4FGL_J0536.0-2754,bcu,84.0207,-27.9068,1,1
4FGL_J1944.9-2143,bcu,296.2295,-21.7216,1,1
4FGL_J1843.8-2011,bcu,280.9592,-20.1961,1,1
4FGL_J2042.7-0155,bcu,310.6928,-1.9223,1,1
4FGL_J2031.2-4121,bcu,307.8112,-41.3574,1,1
4FGL_J0931.2-8533,bcu,142.8176,-85.5626,1,1
4FGL_J1131.4-0504,bcu,172.8749,-5.0730,1,1
4FGL_J0330.7-2408,bcu,52.6938,-24.1470,1,1
4FGL_J1030.4-3001,bcu,157.6078,-30.0265,1,1
4FGL_J2357.0-4840,bcu,359.2658,-48.6707,1,1
4FGL_J1640.3+6850,bcu,250.0820,68.8483,1,1
4FGL_J0033.9+3858,bcu,8.4830,38.9716,1,1
4FGL_J0958.1-6753,bcu,149.5343,-67.8936,1,1
4FGL_J1744.9-1727,bcu,266.2350,-17.4514,1,1
4FGL_J0110.9+4344,bcu,17.7264,43.7475,1,1
4FGL_J1428.8+7429,bcu,217.2026,74.4850,1,1
4FGL_J2007.2-1433,bcu,301.8076,-14.5594,1,1
4FGL_J1219.0-4827,bcu,184.7741,-48.4546,1,1
4FGL_J1318.1-1740,bcu,199.5372,-17.6777,1,1
4FGL_J2002.4-7119,bcu,300.6003,-71.3240,1,1
4FGL_J1831.9+3820,bcu,277.9871,38.3469,1,1
4FGL_J0357.2+2320,bcu,59.3015,23.3470,1,1
4FGL_J2142.8+1958,bcu,325.7011,19.9820,1,1
4FGL_J0533.1-6119,bcu,83.2806,-61.3216,1,1
4FGL_J1929.4+6146,bcu,292.3692,61.7747,1,1
4FGL_J2319.6-0456,bcu,349.9028,-4.9452,1,1
4FGL_J0754.0+0451,bcu,118.5213,4.8565,1,1
4FGL_J1549.4+7409,bcu,237.3553,74.1663,1,1
4FGL_J1212.0-2326,bcu,183.0009,-23.4494,1,1
4FGL_J1412.0+3836,bcu,213.0130,38.6102,1,1
4FGL_J1211.0-3800,bcu,182.7621,-38.0156,1,1
4FGL_J1847.6+5219,bcu,281.9079,52.3295,1,1
4FGL_J2132.0-5418,bcu,323.0230,-54.3125,1,1
4FGL_J2030.9-1621,bcu,307.7358,-16.3649,1,1
4FGL_J0348.2+6035,bcu,57.0541,60.5904,1,1
4FGL_J2235.3+1818,bcu,338.8356,18.3110,1,1
4FGL_J2347.9+5436,bcu,356.9809,54.6065,1,1
4FGL_J0938.9-6403,bcu,144.7470,-64.0518,1,1
4FGL_J2321.7-6438,bcu,350.4332,-64.6453,1,1
4FGL_J0216.6-1015,bcu,34.1653,-10.2662,1,1
4FGL_J2114.7+3130,bcu,318.6913,31.5038,1,1
4FGL_J0107.3-1210,bcu,16.8260,-12.1827,1,1
4FGL_J1222.0-4121,bcu,185.5146,-41.3631,1,1
4FGL_J0214.4-5822,bcu,33.6024,-58.3698,1,1
4FGL_J1949.5+7311,bcu,297.3898,73.1874,1,1
4FGL_J0740.0-0753,bcu,115.0209,-7.8985,1,1
4FGL_J0301.4-3124,bcu,45.3510,-31.4103,1,1
4FGL_J0456.3-1634,bcu,74.0782,-16.5759,1,1
4FGL_J2212.2-7251,bcu,333.0628,-72.8521,1,1
4FGL_J1318.7-1234,bcu,199.6936,-12.5810,1,1
4FGL_J1008.7-2909,bcu,152.1989,-29.1559,1,1
4FGL_J0212.2-0219,bcu,33.0662,-2.3191,1,1
4FGL_J2024.8-6459,bcu,306.2010,-64.9913,1,1
4FGL_J1151.3+0957,bcu,177.8373,9.9612,1,1
4FGL_J1344.4-3656,bcu,206.1246,-36.9335,1,1
4FGL_J1735.8-5932,bcu,263.9671,-59.5445,1,1
4FGL_J0552.4+3755,bcu,88.1033,37.9200,1,1
4FGL_J0240.8-3401,bcu,40.2025,-34.0177,1,1
4FGL_J0135.1+0255,bcu,23.7769,2.9170,1,1
4FGL_J1510.8+7959,bcu,227.7047,79.9910,1,1
4FGL_J0202.9-0225,bcu,30.7500,-2.4223,1,1
4FGL_J1223.5+0818,bcu,185.8835,8.3017,1,1
4FGL_J1047.9+0055,bcu,161.9846,0.9230,1,1
4FGL_J0146.0-6746,bcu,26.5182,-67.7748,1,1
4FGL_J1333.0-6626,bcu,203.2648,-66.4387,1,1
4FGL_J2331.5-0258,bcu,352.8817,-2.9765,1,1
4FGL_J0658.1-5840,bcu,104.5389,-58.6719,1,1
4FGL_J0151.4-3607,bcu,27.8704,-36.1270,1,1
4FGL_J2353.1-4806,bcu,358.2892,-48.1109,1,1
4FGL_J0044.8+6802,bcu,11.2189,68.0382,1,1
4FGL_J0911.0-5047,bcu,137.7507,-50.7966,1,1
4FGL_J0226.3-1845,bcu,36.5838,-18.7630,1,1
4FGL_J0526.7-1519,bcu,81.6917,-15.3214,1,1
4FGL_J0614.9+2426,bcu,93.7394,24.4475,1,1
4FGL_J0816.7-2420,bcu,124.1916,-24.3427,1,1
4FGL_J0521.8-3848,bcu,80.4718,-38.8066,1,1
4FGL_J0953.4-7659,bcu,148.3669,-76.9933,1,1
4FGL_J0501.0+2424,bcu,75.2707,24.4113,1,1
4FGL_J1423.5+4524,bcu,215.8762,45.4034,1,1
4FGL_J1945.5-0153,bcu,296.3832,-1.8957,1,1
4FGL_J0649.3+2230,bcu,102.3396,22.5059,1,1
4FGL_J0242.3+5216,bcu,40.5974,52.2798,1,1
4FGL_J0001.2+4741,bcu,0.3126,47.6859,1,1
4FGL_J1643.7+3317,bcu,250.9433,33.2990,1,1
4FGL_J0620.3+3804,bcu,95.0788,38.0812,1,1
4FGL_J1446.3+3111,bcu,221.5907,31.1955,1,1
4FGL_J1523.2-3941,bcu,230.8164,-39.6910,1,1
4FGL_J1738.8-3418,bcu,264.7225,-34.3100,1,1
4FGL_J1823.3-3720,bcu,275.8463,-37.3392,1,1
4FGL_J2330.3-2332,bcu,352.5802,-23.5395,1,1
4FGL_J1617.3-1513,bcu,244.3335,-15.2294,1,1
4FGL_J0456.2+2702,bcu,74.0673,27.0403,1,1
4FGL_J0204.3-3140,bcu,31.0751,-31.6713,1,1
4FGL_J0204.8+1513,bcu,31.2182,15.2326,1,1
4FGL_J0555.1+0304,bcu,88.7776,3.0710,1,1
4FGL_J1243.0+3950,bcu,190.7656,39.8337,1,1
4FGL_J0540.0+1209,bcu,85.0078,12.1510,1,1
4FGL_J0940.0-2828,bcu,145.0116,-28.4803,1,1
4FGL_J0606.9+4402,bcu,91.7422,44.0368,1,1
4FGL_J2209.4+4329,bcu,332.3510,43.4858,1,1
4FGL_J2137.4-3209,bcu,324.3641,-32.1552,1,1
4FGL_J1704.1+7647,bcu,256.0367,76.7923,1,1
4FGL_J1045.9-2331,bcu,161.4973,-23.5291,1,1
4FGL_J2026.1+7645,bcu,306.5382,76.7589,1,1
4FGL_J1544.5-1126,bcu,236.1435,-11.4417,1,1
4FGL_J1720.0-5101,bcu,260.0239,-51.0167,1,1
4FGL_J0041.7-1607,bcu,10.4382,-16.1210,1,1
4FGL_J0650.2-1636,bcu,102.5717,-16.6012,1,1
4FGL_J0733.4+5152,bcu,113.3619,51.8798,1,1
4FGL_J0847.0-2336,bcu,131.7567,-23.6141,1,1
4FGL_J1003.4+0205,bcu,150.8627,2.0877,1,1
4FGL_J1753.6-5014,bcu,268.4083,-50.2408,1,1
4FGL_J1535.8-4730,bcu,233.9586,-47.5085,1,1
4FGL_J1649.6+0411,bcu,252.4065,4.1926,1,1
4FGL_J1942.1+4011,bcu,295.5390,40.1984,1,1
4FGL_J1442.2+0622,bcu,220.5608,6.3755,1,1
4FGL_J1716.3+3434,bcu,259.0996,34.5792,1,1
4FGL_J1250.8+3117,bcu,192.7218,31.2858,1,1
4FGL_J0215.9+0300,bcu,33.9917,3.0044,1,1
4FGL_J0709.0+4304,bcu,107.2562,43.0755,1,1
4FGL_J0940.7-6105,bcu,145.1788,-61.0855,1,1
4FGL_J0659.6-6742,bcu,104.9243,-67.7123,1,1
4FGL_J2226.5+6901c,bcu,336.6294,69.0208,1,1
4FGL_J0225.1-2604,bcu,36.2829,-26.0774,1,1
4FGL_J0929.6+4621,bcu,142.4036,46.3544,1,1
4FGL_J1359.1-1152,bcu,209.7944,-11.8828,1,1
4FGL_J0420.3-3745,bcu,65.0936,-37.7522,1,1
4FGL_J0829.6-1140,bcu,127.4245,-11.6823,1,1
4FGL_J1117.2-5337,bcu,169.3179,-53.6266,1,1
4FGL_J2123.8-3148,bcu,320.9674,-31.8054,1,1
4FGL_J1453.0-1318,bcu,223.2597,-13.3118,1,1
4FGL_J0450.4+7230,bcu,72.6181,72.5137,1,1
4FGL_J0439.4-3202,bcu,69.8634,-32.0405,1,1
4FGL_J2026.6+3449,bcu,306.6528,34.8291,1,1
4FGL_J0601.3+5444,bcu,90.3303,54.7344,1,1
4FGL_J1312.6+4828,bcu,198.1694,48.4701,1,1
4FGL_J0632.0-1032,bcu,98.0226,-10.5335,1,1
4FGL_J1728.5-7303,bcu,262.1336,-73.0549,1,1
4FGL_J1003.6-2137,bcu,150.9111,-21.6310,1,1
4FGL_J2352.9+3031,bcu,358.2252,30.5200,1,1
4FGL_J0043.6+2223,bcu,10.9095,22.3864,1,1
4FGL_J1619.0+7536,bcu,244.7640,75.6098,1,1
4FGL_J1759.1-4822,bcu,269.7832,-48.3777,1,1
4FGL_J2033.7+6308,bcu,308.4271,63.1349,1,1
4FGL_J0512.8+4041,bcu,78.2186,40.6945,1,1
4FGL_J0003.3-1928,bcu,0.8465,-19.4676,1,1
4FGL_J1547.9-6403,bcu,236.9922,-64.0511,1,1
4FGL_J0511.4-6804,bcu,77.8515,-68.0830,1,1
4FGL_J0326.7-3404,bcu,51.6895,-34.0769,1,1
4FGL_J1944.2+3921,bcu,296.0679,39.3645,1,1
4FGL_J1421.1-4614,bcu,215.2851,-46.2445,1,1
4FGL_J0842.7+6656,bcu,130.6936,66.9451,1,1
4FGL_J2241.3+2943,bcu,340.3419,29.7212,1,1
4FGL_J1600.0+8510,bcu,240.0107,85.1700,1,1
4FGL_J0250.6+8435,bcu,42.6642,84.5985,1,1
4FGL_J0008.0-3937,bcu,2.0048,-39.6320,1,1
4FGL_J0420.3-6016,bcu,65.0776,-60.2697,1,1
4FGL_J1349.5-7153,bcu,207.3767,-71.8837,1,1
4FGL_J1035.3-2050,bcu,158.8291,-20.8446,1,1
4FGL_J2308.9+1111,bcu,347.2481,11.1992,1,1
4FGL_J0333.8+4007,bcu,53.4658,40.1196,1,1
4FGL_J0628.6+6900,bcu,97.1695,69.0006,1,1
4FGL_J1529.7+6733,bcu,232.4317,67.5558,1,1
4FGL_J2104.0-3546,bcu,316.0096,-35.7678,1,1
4FGL_J0459.4+1921,bcu,74.8599,19.3623,1,1
4FGL_J0831.4+2631,bcu,127.8737,26.5248,1,1
4FGL_J0143.1-3622,bcu,25.7856,-36.3674,1,1
4FGL_J1147.2-2627,bcu,176.8114,-26.4649,1,1
4FGL_J2133.0+2610,bcu,323.2501,26.1788,1,1
4FGL_J0551.8-3517,bcu,87.9674,-35.2839,1,1
4FGL_J0637.4-3537,bcu,99.3708,-35.6264,1,1
4FGL_J2339.2-7403,bcu,354.8153,-74.0579,1,1
4FGL_J2232.3+6246,bcu,338.0988,62.7750,1,1
4FGL_J1758.3+1429,bcu,269.5804,14.4960,1,1
4FGL_J1912.4-1222,bcu,288.1185,-12.3678,1,1
4FGL_J0620.5-2512,bcu,95.1445,-25.2129,1,1
4FGL_J1429.8-3058,bcu,217.4507,-30.9712,1,1
4FGL_J1439.5-2525,bcu,219.8817,-25.4200,1,1
4FGL_J0008.4+1455,bcu,2.1246,14.9232,1,1
4FGL_J1910.0-2453,bcu,287.5209,-24.8876,1,1
4FGL_J0728.0+6735,bcu,112.0212,67.5991,1,1
4FGL_J1315.9-6349,bcu,198.9926,-63.8294,1,0
4FGL_J1738.0+8717,bcu,264.5009,87.2851,1,1
4FGL_J0806.9-2151,bcu,121.7403,-21.8513,1,1
4FGL_J0128.2+4400,bcu,22.0732,44.0016,1,1
